Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
4woTEX1wYOTGDqNXuavlRC,"Superman","The Eminem Show","Eminem,Dina Rae",2002-05-26,350320,81,lrwec993p1qvg7n3m9qrpc5vb,2025-01-22T15:25:43Z,"rap,hip hop","Aftermath",0.802,0.755,4,-3.138,0,0.0564,0.0215,0,0.295,0.58,130.027,4
7MJQ9Nfxzh8LPZ9e9u68Fq,"Lose Yourself","SHADYXV","Eminem",2014-11-24,320626,69,lrwec993p1qvg7n3m9qrpc5vb,2025-01-22T15:25:43Z,"rap,hip hop","3H",0.689,0.735,2,-4.545,1,0.267,0.00922,0.00072,0.365,0.059,171.403,4
6or1bKJiZ06IlK0vFvY75k,"Rap God","The Marshall Mathers LP2 (Deluxe)","Eminem",2013-11-05,363521,75,lrwec993p1qvg7n3m9qrpc5vb,2025-01-22T15:25:43Z,"rap,hip hop","Aftermath",0.709,0.843,7,-2.66,1,0.314,0.395,0,0.799,0.625,148.134,4
3kpYJjvM8Ja6btr5hEJLWc,"Venom - Music From The Motion Picture","Venom (Music From The Motion Picture)","Eminem",2018-09-21,269573,68,lrwec993p1qvg7n3m9qrpc5vb,2025-01-22T15:25:43Z,"rap,hip hop","Aftermath",0.75,0.789,0,-5.058,1,0.0647,0.0148,0,0.501,0.467,135.954,4
63TyoT9Ee03rQxv8xmdJ2l,"RAP DEVIL","RAP DEVIL","mgk",2018-09-08,286117,54,lrwec993p1qvg7n3m9qrpc5vb,2025-01-22T15:25:43Z,"","Bad Boy / Interscope",0.895,0.839,0,-4.512,1,0.227,0.217,0.000003,0.239,0.756,149.951,4
1jo3TwNGCXfNdB5uba3ZVv,"Killshot","Killshot","Eminem",2018-09-19,253579,68,lrwec993p1qvg7n3m9qrpc5vb,2025-01-22T15:25:43Z,"rap,hip hop","Aftermath",0.893,0.651,0,-8.647,0,0.367,0.0995,0,0.371,0.6,105.835,4
7FIWs0pqAYbP91WWM0vlTQ,"Godzilla (feat. Juice WRLD)","Music To Be Murdered By","Eminem,Juice WRLD",2020-01-17,210800,82,lrwec993p1qvg7n3m9qrpc5vb,2025-01-22T15:25:43Z,"rap,hip hop,melodic rap,emo rap","Shady/Aftermath/Interscope Records",0.808,0.745,10,-5.26,0,0.342,0.145,0,0.292,0.829,165.995,4
7I3RalBqE7ZE0RSxgGlGlm,"Habits","The Death of Slim Shady (Coup De Grâce)","Eminem,White Gold",2024-07-12,298384,66,lrwec993p1qvg7n3m9qrpc5vb,2025-01-22T15:25:43Z,"rap,hip hop","Shady/Aftermath/Interscope Records",0.824,0.878,1,-5.02,0,0.273,0.169,0,0.369,0.645,100.005,4
21LCotDEwR7R8qOnqPVzi9,"Evil","The Death of Slim Shady (Coup De Grâce)","Eminem",2024-07-12,230358,62,lrwec993p1qvg7n3m9qrpc5vb,2025-01-22T15:25:43Z,"rap,hip hop","Shady/Aftermath/Interscope Records",0.823,0.829,3,-5.524,0,0.292,0.392,0,0.543,0.6,80.538,4
5In8B6Om5OKrhwBMB4tXSi,"Fuel","The Death of Slim Shady (Coup De Grâce)","Eminem,JID",2024-07-12,213646,73,lrwec993p1qvg7n3m9qrpc5vb,2025-01-22T15:25:43Z,"rap,hip hop","Shady/Aftermath/Interscope Records",0.885,0.662,1,-5.139,1,0.142,0.121,0,0.109,0.117,137.981,4
2HYFX63wP3otVIvopRS99Z,"Houdini","Houdini","Eminem",2024-05-31,227239,80,lrwec993p1qvg7n3m9qrpc5vb,2025-01-22T15:25:43Z,"rap,hip hop","Shady/Aftermath/Interscope Records",0.936,0.887,9,-2.76,0,0.0683,0.0292,0.00000188,0.0582,0.889,127.003,4
4KWeGKChLKcnZsj3sIOSkW,"Tobey (feat. Big Sean and BabyTron)","Tobey (feat. Big Sean and BabyTron)","Eminem,Big Sean,BabyTron",2024-07-02,284892,65,lrwec993p1qvg7n3m9qrpc5vb,2025-01-22T15:25:43Z,"rap,hip hop","Shady/Aftermath/Interscope Records",0.649,0.663,10,-9.059,0,0.229,0.263,0,0.144,0.208,139.023,4
1udwFobQ1JoOdWPQrp2b6u,"Surround Sound (feat. 21 Savage & Baby Tate)","The Forever Story (Extended Version)","JID,21 Savage,Baby Tate",2022-10-31,229938,77,lrwec993p1qvg7n3m9qrpc5vb,2025-01-22T15:25:43Z,"","Dreamville/Interscope",0.574,0.567,7,-7.126,0,0.465,0.164,0,0.258,0.526,75.965,4
2kQuhkFX7uSVepCD3h29g5,"Smack That","Konvicted","Akon,Eminem",2006-01-01,212360,82,lrwec993p1qvg7n3m9qrpc5vb,2025-01-22T15:25:43Z,"rap,hip hop","Konvict/Upfront/SRC/Universal Records",0.939,0.741,5,-5.171,0,0.0471,0.323,0,0.107,0.925,118.978,4
4v7DCN09hgXkKazefkznDQ,"Lonely","Trouble Deluxe Edition","Akon",2005-01-01,235800,77,lrwec993p1qvg7n3m9qrpc5vb,2025-01-22T15:25:43Z,"","SRC Records",0.634,0.526,5,-7.881,0,0.0333,0.339,0,0.257,0.623,90.087,4
5Ravsw8TmHN5wBiYPPYUFw,"Right Now (Na Na Na)","Freedom","Akon",2008-01-01,240746,77,lrwec993p1qvg7n3m9qrpc5vb,2025-01-22T15:25:43Z,"","Konvict/Upfront/SRC/Universal Records",0.829,0.857,8,-4.194,0,0.152,0.26,0,0.415,0.586,137.979,4
0EH7sgeiFqDa3eS7ieW2zs,"Chammak Challo","Ra-One","Akon,Hamsika Iyer",2011-09-16,227091,71,lrwec993p1qvg7n3m9qrpc5vb,2025-01-22T15:25:43Z,"bollywood,desi,hindi pop,desi pop,kannada pop","T-Series",0.742,0.879,0,-4.274,0,0.0328,0.0696,0.00000717,0.0981,0.936,133.946,4
5STdMlrBf6pqWiNE7WqxSi,"Many Men (Wish Death)","Get Rich Or Die Tryin'","50 Cent",2003-02-06,256240,74,lrwec993p1qvg7n3m9qrpc5vb,2025-01-22T15:25:43Z,"east coast hip hop","Shady Records",0.589,0.827,11,-2.938,1,0.384,0.0143,0.00151,0.14,0.386,161.978,4
7iL6o9tox1zgHpKUfh9vuC,"In Da Club","Get Rich Or Die Tryin'","50 Cent",2003-02-06,193466,80,lrwec993p1qvg7n3m9qrpc5vb,2025-01-22T15:25:43Z,"east coast hip hop","Shady Records",0.899,0.713,6,-2.752,0,0.366,0.255,0,0.0708,0.777,90.051,4
3G0yz3DZn3lfraledmBCT0,"P.I.M.P.","Get Rich Or Die Tryin'","50 Cent",2003-02-06,249480,76,lrwec993p1qvg7n3m9qrpc5vb,2025-01-22T15:25:43Z,"east coast hip hop","Shady Records",0.712,0.772,10,-3.024,0,0.346,0.0521,0.00000435,0.0368,0.848,84.722,4
5D2mYZuzcgjpchVY1pmTPh,"Candy Shop","The Massacre","50 Cent,Olivia",2005-03-03,209106,78,lrwec993p1qvg7n3m9qrpc5vb,2025-01-22T15:25:43Z,"east coast hip hop","Aftermath/Shady",0.613,0.574,11,-7.961,1,0.467,0.0253,0.0000313,0.38,0.755,125.18,5
